combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,56,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4033300645957337,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,57,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4070671320440138,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,58,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.402644225715569,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,59,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4034289905686542,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,60,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4052009427118952,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,61,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4070728676934282,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,62,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4074393436728977,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,63,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.39825835017021916,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,64,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.41071882844460444,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,65,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3968962470091242,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,66,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4028067468505289,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,67,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-722.8666666666667,0.0,-0.4013680062858164,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,68,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.38504376287074876,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,69,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3961457420456387,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,70,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3898245007474925,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,71,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3886560737018269,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,72,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.38761031059718404,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,73,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3834638846526153,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,74,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.38982832574616644,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,75,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3844292108170909,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,76,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.38855098419608625,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,77,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-981.2,0.0,-0.3896141700190514,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,78,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.35422180058182595,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,79,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.35880410977001104,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,80,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-966.2666666666667,0.0,-0.35980517856021893,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,81,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3281641099150962,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,82,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-857.0666666666667,0.0,-0.3240596551480577,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,83,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-797.6666666666666,0.0,-0.31387838091936593,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,84,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-936.8,0.0,-0.30447156116058927,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,85,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-241.13333333333333,0.0,-0.2644377123446057,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,86,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-935.2666666666667,-183.66666666666666,0.13333333333333333,0.05645479854781666,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,87,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-406.1333333333333,-178.6,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,88,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-254.4,-175.8,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,89,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-220.66666666666666,-156.13333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,90,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-184.66666666666666,-162.66666666666666,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,91,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-165.13333333333333,-156.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,92,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-201.0,-156.33333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,93,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-169.8,-157.93333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,94,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-163.73333333333332,-153.73333333333332,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,95,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-173.26666666666668,-154.73333333333332,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,96,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-167.0,-157.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,97,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-155.26666666666668,-149.86666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,98,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-150.8,-137.8,1.0,0.5,
